,포지션,회사명,지역명,경력,링크
2728,백엔드 개발자,토탈미디어그램,서울 강남구 , 경력 2년,/wd/246470
2729,Senior Frontend Engineer (Coupang Ads),쿠팡,서울 송파구 , 경력 5-20년,/wd/204659
2730,Backend Engineer(3년이상),스마일드래곤,경기 고양시 , 경력 3년 이상,/wd/246446
2731,백엔드 엔지니어 [3년이상],테서,서울 강남구 , 경력 3-10년,/wd/246427
2732,AI DevOps,업스테이지,경기 , 경력 3-15년,/wd/163297
2733,Software Engineer (Application 개발),밀리만코리아(Milliman),서울 중구 , 신입-경력 7년,/wd/246286
2734,프론트엔드 엔지니어,미르니,서울 관악구 , 신입-경력 4년,/wd/246250
2735,인프라 네트워크 엔지니어,엘리스,서울 강남구 , 경력 3년 이상,/wd/246228
2736,인프라 스토리지 엔지니어,엘리스,서울 강남구 , 경력 3년 이상,/wd/246178
2737,인프라 서버 엔지니어,엘리스,서울 강남구 , 경력 3년 이상,/wd/246176
2738,모빌리티 서비스 BackEnd 개발자,아우토크립트,서울 영등포구 , 경력 3년 이상,/wd/228190
2739,[프로그래머스] 백엔드 개발자(공통플랫폼팀),그렙(프로그래머스),서울 서초구 , 경력 3-10년,/wd/246051
2740,백엔드개발 (정산),위버스컴퍼니(WEVERSE COMPANY),경기 성남시 , 경력 5-10년,/wd/245979
2741,PG 플랫폼 개발자,엑심베이,서울 구로구 , 경력 3-7년,/wd/231803
2742,DevOps 개발자 - DevOps팀,카카오페이(kakaopay),경기 성남시 , 경력 3-10년,/wd/245945
2743,Web TL (Web Technical Lead),소프트스퀘어드,서울 서초구 , 경력 5년 이상,/wd/245809
2744,[플랫폼개발팀] Java 주니어 개발자,델레오코리아(deleo),서울 강남구 , 경력 4-10년,/wd/119078
2745,Senior Backend Development,포지큐브(POSICUBE),서울 강남구 , 경력 5-15년,/wd/245694
2746,AI 엔지니어,엔엑스엔랩스,서울 서초구 , 경력 3-7년,/wd/245623
2747,서비스 플랫폼 백엔드 개발자,안티그래비티,서울 성동구 , 경력 5년 이상,/wd/105491
2748,데이터 사이언티스트(부피 알고리즘),안티그래비티,서울 성동구 , 경력 2년 이상,/wd/105496
2749,AI (딥러닝) 연구 및 개발자,안티그래비티,서울 성동구 , 경력 5-15년,/wd/143273
2750,데이터 사이언티스트,안티그래비티,서울 성동구 , 경력 1-20년,/wd/147683
2751,프론트엔드 개발,네오랩컨버전스(NeoLab),서울 구로구 , 경력 10년 이상,/wd/245604
2752,프론트 개발자,에이아이투유,경기 안산시 , 경력 3년 이상,/wd/245566
2753,[빗썸] 블록체인 기술 개발 (시니어),빗썸,서울 강남구 , 경력 8-12년,/wd/245492
2754,[빗썸] 블록체인 서비스 개발 (시니어),빗썸,서울 강남구 , 경력 8-12년,/wd/245488
2755,[빗썸] 블록체인 서비스 개발 (주니어),빗썸,서울 강남구 , 경력 1-7년,/wd/245489
2756,[빗썸] 블록체인 기술 개발 (주니어),빗썸,서울 강남구 , 경력 1-7년,/wd/245493
2757,[빗썸] 블록체인 클라우드 엔지니어 (시니어),빗썸,서울 강남구 , 경력 8-12년,/wd/245471
2758,[빗썸] 블록체인 클라우드 엔지니어 (주니어),빗썸,서울 강남구 , 경력 1-7년,/wd/245469
2759,[기술본부] [DevPlay] 서버 소프트웨어 엔지니어 (Senior),데브시스터즈(Devsisters),서울 강남구 , 경력 5-20년,/wd/236452
2760,제품개발 엔지니어,미주산업전자,경기 부천시 , 경력 2년 이상,/wd/243508
2761,SAP MM 운영 및 개발자,브이엔티지,서울 마포구 , 경력 3-10년,/wd/245342
2762,SAP BC 운영 및 개발자(4년 이상),브이엔티지,서울 마포구 , 경력 4-10년,/wd/188391
2763,SAP SD 운영 및 개발자,브이엔티지,서울 마포구 , 경력 1-10년,/wd/245322
2764,해외 기술 컨설팅 엔지니어_SDK 기술지원,슈프리마,경기 성남시 , 경력 1-3년,/wd/239162
2765,핀테크 프론트엔드 개발자,컬리,서울 강남구 , 경력 7-12년,/wd/220136
2766,iOS 리드 개발자,엘리스,서울 강남구 , 경력 5-10년,/wd/198720
2767,백엔드 개발자 (캠페인 시스템),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 5-15년,/wd/244885
2768,CTO 개발총괄 (7년 이상),에픽코퍼레이션,서울 성동구 , 경력 7-10년,/wd/244000
2769,B2B 탄소회계 SaaS QA Manager,엔츠,서울 강남구 , 경력 1년,/wd/193881
2770,백엔드 개발자 (쿠폰/증정 서비스),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 8-15년,/wd/244753
2771,데이터 엔지니어,이노케어플러스,서울 서초구 , 경력 3년 이상,/wd/244681
2772,[병역특례/전문연구요원] Backend Engineer,에스티씨랩(STCLab),서울 강남구 , 경력 3-10년,/wd/224241
2773,풀스택 소프트웨어 엔지니어(Fullstack Software Engineer),애자일소다,서울 강남구 , 경력 3년 이상,/wd/244580
2774,Head of Engineering,로플리,서울 강남구 , 경력 10년 이상,/wd/244393
2775,Data Scientist,앰버로드,서울 강남구 , 경력 2년 이상,/wd/191938
2776,B2B 탄소회계 SaaS 프론트엔드 개발자,엔츠,서울 강남구 , 경력 3년 이상,/wd/244440
2777,시스템 개발 PL - 부정 수급 관리,골든플래닛,서울 강남구 , 경력 7-12년,/wd/244242
2778,Web Automation Software Engineer,마크비전코리아,서울 서초구 , 경력 3-5년,/wd/244311
2779,"Software Engineer (Back-end, SDK)",코클,서울 강남구 , 경력 1-10년,/wd/53409
2780,[Global AI Startup] Frontend Engineer,마크비전코리아,서울 서초구 , 경력 4-7년,/wd/244310
2781,프론트엔드 개발자,위레이저,서울 구로구 , 경력 3-10년,/wd/231619
2782,백엔드 개발자,위레이저,서울 구로구 , 경력 5-15년,/wd/231846
2783,풀스택 개발자 (6년이상),에픽코퍼레이션,서울 성동구 , 경력 6-10년,/wd/223521
2784,Flutter 앱 개발자 (3년 이상),에픽코퍼레이션,서울 성동구 , 경력 3-10년,/wd/243987
2785,프론트 개발자(Vue.js)(2년 이상),지구하다,서울 성동구 , 경력 2년 이상,/wd/219536
2786,데이터사이언스 팀장,해줌,서울 송파구 , 경력 5-20년,/wd/243806
2787,QA Manager,토스뱅크,서울 강남구 , 경력 3-20년,/wd/182930
2788,임베디드 시스템 개발자,아폴론,서울 강서구 , 경력 2-10년,/wd/202627
2789,프론트엔드 엔지니어,라프텔(Laftel),서울 영등포구 , 경력 3-6년,/wd/91556
2790,안드로이드 개발자 (3년이하),제트오더코리아,서울 강남구 , 경력 2-3년,/wd/243558
2791,Software QA Engineer,베어로보틱스코리아,서울 성동구 , 경력 2-5년,/wd/230750
2792,백엔드 서버 개발자,북스파이더,경기 파주시 , 경력 3년 이상,/wd/243234
2793,Staff Security Engineer (Corporate IT),쿠팡,서울 송파구 , 경력 8-20년,/wd/243277
2794,백엔드 개발자,에디트콜렉티브,서울 강남구 , 경력 3-10년,/wd/157917
2795,프론트엔드 개발자,에디트콜렉티브,서울 강남구 , 경력 5-10년,/wd/157174
2796,Privacy Enhancing Engineer,포티투닷(42dot),경기 성남시 , 경력 1-20년,/wd/185164
2797,컴퓨테이셔널 디자이너,에디트콜렉티브,서울 강남구 , 신입,/wd/158799
2798,소프트웨어 풀스택 개발자,마바산업,서울 강남구 , 경력 5-10년,/wd/159269
2799,SAP ERP 재무/관리회계 모듈 운영,코웨이,서울 구로구 , 경력 3-16년,/wd/242940
2800,JAVA 개발자 (5년 이상),오토위니,서울 강남구 , 경력 5-15년,/wd/201010
2801,JAVA 개발자 (2~5년),오토위니,서울 강남구 , 경력 2-5년,/wd/209565
2802,프론트엔드 개발자 (2년 이상),오토위니,서울 강남구 , 경력 2-10년,/wd/149958
2803,[연구소 로봇] 로봇 제어 Engineer : Senior (과장-부장급),리브스메드,경기 성남시 , 경력 7-18년,/wd/235616
2804,QA 담당자,와디즈,경기 성남시 , 경력 3-7년,/wd/242835
2805,사내 시스템 엔지니어,토스뱅크,서울 강남구 , 경력 3-15년,/wd/129718
2806,Backend Engineer (QANDA Core),매스프레소(콴다),서울 강남구 , 경력 2-10년,/wd/231478
2807,Backend Engineer (QANDA Core) (산업기능요원/전문연구요원),매스프레소(콴다),서울 강남구 , 경력 2-10년,/wd/231479
2808,서빙로봇 QA (포항),폴라리스쓰리디(Polaris3D),경북 포항시 , 신입,/wd/242604
2809,광학 엔지니어,아폴론,서울 강서구 , 경력 2-10년,/wd/220368
2810,백엔드 엔지니어 (솔루션 개발),프리디소프트,서울 강남구 , 경력 2-10년,/wd/233701
2811,Front-end Developer,현대캐피탈,서울 중구 , 경력 6-9년,/wd/207345
2812,"백엔드/서버(JAVA, NodeJS) 개발자",일루넥스,경기 고양시 , 경력 5-10년,/wd/242340
2813,게임 백엔드 개발자,더쇼소프트웨어,서울 강남구 , 경력 5년 이상,/wd/242312
2814,프론트엔드 개발 팀장,해줌,서울 송파구 , 경력 7-20년,/wd/185024
2815,Software Engineer (~6년),컨포트랩,서울 강남구 , 신입-경력 6년,/wd/205931
2816,[빗썸] 보안 솔루션 운영 담당자,빗썸,서울 강남구 , 경력 10-15년,/wd/242183
2817,Infra Technical Architect,업스테이지,경기 , 경력 5-15년,/wd/242073
2818,AI Model Development Strategy Manager,업스테이지,경기 , 경력 3-15년,/wd/237214
2819,System Software Engineer (Junior),웨어러블에이아이,서울 영등포구 , 신입,/wd/239418
2820,DevOps/MLOps Engineer (Senior),웨어러블에이아이,서울 영등포구 , 경력 3-10년,/wd/239422
2821,Localization Engineer (Junior),웨어러블에이아이,서울 영등포구 , 신입,/wd/239419
2822,"Perception Engineer (Embedded, Senior)",웨어러블에이아이,서울 영등포구 , 경력 5-10년,/wd/239421
2823,언리얼 엔진 MacOS / iOS 프로그래머 (3년 이상),자이언트스텝,서울 강남구 , 경력 3년 이상,/wd/241625
2824,Autonomous Robotics Ai Engineer,에스티피씨,경기 성남시 , 경력 3-10년,/wd/241600
2825,AI Engineer,라온데이터,서울 중구 , 신입,/wd/241585
2826,프론트엔드 개발자(React-4년차 이상),스팬딧(Spendit),서울 성동구 , 경력 4-10년,/wd/143749
2827,3D 얼굴 정합 모델 개발,룰루랩(lululab),서울 강남구 , 경력 1-10년,/wd/238948
2828,Devops 엔지니어 (팀원),에이에프아이,서울 성동구 , 경력 3-15년,/wd/96594
2829,V2X 소프트웨어 개발,라닉스,서울 강남구 , 경력 3-25년,/wd/232889
2830,엔드포인트보안연구개발실 Linux 개발,지니언스,경기 안양시 , 경력 4-15년,/wd/234118
2831,Senior QA Engineer (AI Navigation),포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/241248
2832,"프론트엔드 / 모바일 (Vue, Flutter) 엔지니어",드래프티파이,서울 강남구 , 경력 1-12년,/wd/220132
2833,AI 엔지니어 (자연어처리/컴퓨터비전),드래프티파이,서울 강남구 , 경력 3-10년,/wd/174586
2834,Python 데이터 처리 알고리즘 개발자,포지큐브(POSICUBE),서울 강남구 , 경력 1-5년,/wd/240355
2835,인공지능 서비스 개발,자이언트스텝,서울 강남구 , 신입 이상,/wd/240999
2836,QA Engineer (SI),프리디소프트,서울 관악구 , 경력 1-7년,/wd/240889
2837,SLAM Engineer,포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/216443
2838,Machine Learning Engineer (End-to-End Driving),포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/216434
2839,펌웨어 개발 신입 엔지니어,태경엠텍,경기 광명시 , 신입,/wd/240933
2840,DRAM PHY SI/PI Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 2-16년,/wd/240875
2841,NPU Application Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 2-14년,/wd/240871
2842,NPU Network Optimization Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 2-14년,/wd/240867
2843,NPU Firmware Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 4-14년,/wd/240865
2844,NPU Compiler Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 4-11년,/wd/240852
2845,Back-end 개발자,이그나이트,경기 성남시 , 경력 4-10년,/wd/240788
2846,병역특례 전문연구요원 (석사 이상),커먼컴퓨터,서울 동작구 , 신입,/wd/240343
2847,Software Engineer,셰어라운드,서울 종로구 , 경력 1-4년,/wd/240672
2848,CA/RA 개발자,한국전자인증,서울 서초구 , 경력 7년 이상,/wd/238627
2849,정보보안 담당자,차란차,서울 동대문구 , 경력 5-10년,/wd/230608
2850,Sr. 위험 분석 프로그래밍 - 클라이언트 (5년 이상),크래프톤(Krafton),서울 강남구 , 경력 5-10년,/wd/149394
2851,데이터 엔지니어,셰어라운드,서울 종로구 , 경력 5-10년,/wd/161537
2852,백앤드/데브옵스 개발자,룰루랩(lululab),서울 강남구 , 경력 5년 이상,/wd/240305
2853,Back-end Application Developer,현대캐피탈,서울 중구 , 경력 4-10년,/wd/86060
2854,Linux Device Driver Engineer,오픈엣지테크놀로지,서울 강남구 , 경력 2-10년,/wd/240589
2855,Software Engineer - Multi Robot,베어로보틱스코리아,서울 성동구 , 경력 3-10년,/wd/240492
2856,스마트팩토리 AI 솔루션 셋업 엔지니어링 및 개발,아하랩스,경기 성남시 , 경력 1-10년,/wd/104029
2857,스마트팩토리 AI 솔루션 셋업 엔지니어링 및 개발 (신입),아하랩스,경기 성남시 , 신입,/wd/188124
2858,AI Engineer,아하랩스,경기 성남시 , 경력 3-10년,/wd/229283
2859,NodeJS 백엔드 주니어 개발자,포지큐브(POSICUBE),서울 강남구 , 경력 1-3년,/wd/240353
2860,프론트엔드 시니어 개발자 (5년 이상),포지큐브(POSICUBE),서울 강남구 , 경력 5-15년,/wd/240352
2861,Senior QA Engineer (Connected Services),포티투닷(42dot),경기 성남시 , 경력 5-20년,/wd/239728
2862,ML 머신러닝 중급 개발자,아이트럭,서울 서초구 , 경력 5-10년,/wd/180333
2863,ML 머신러닝 신입~초급,아이트럭,서울 서초구 , 경력 1-3년,/wd/180338
2864,프론트엔드 개발자,아이트럭,서울 서초구 , 경력 5-7년,/wd/221193
2865,Front-end Engineer,코리아포트원,서울 성동구 , 경력 2-15년,/wd/152417
2866,Linux Software Engineer,글로비즈,서울 관악구 , 경력 2년 이상,/wd/239663
2867,Web3 블록체인 BE 개발자,알에프디코리아,서울 강남구 , 경력 3년 이상,/wd/238761
2868,무선전력전송 HW 엔지니어 (전문연구요원 가능),에타일렉트로닉스,서울 용산구 , 신입,/wd/141069
2869,전력전자 HW 엔지니어 (전문연구요원 가능),에타일렉트로닉스,서울 용산구 , 신입,/wd/144421
2870,Senior Electrical Engineer in Flight Control,브룩허스트거라지(B GARAGE),경기 성남시 , 경력 10년 이상,/wd/239172
2871,[계약직] Flutter / node.js 개발자,인졀미,서울 서초구 , 경력 5년 이상,/wd/238403
2872,Flutter 앱 / Node.js 개발자,인졀미,서울 서초구 , 경력 5년 이상,/wd/210107
2873,[신입] Flutter 앱 / Node.js 개발자,인졀미,서울 서초구 , 신입-경력 4년,/wd/210056
2874,Senior System Software Engineer (10년 이상),브룩허스트거라지(B GARAGE),경기 성남시 , 경력 10-20년,/wd/222408
2875,"Research Scientist, AI for Neuroimaging(전문연가능)",뷰노,서울 서초구 , 신입-경력 4년,/wd/239104
2876,법률AI 용 백엔드/인프라 개발자,넥서스에이아이,서울 서초구 , 경력 1년 이상,/wd/239076
2877,React Native 앱 개발자,버브컴퍼니,서울 광진구 , 경력 1-5년,/wd/239068
2878,[병역특례/전문연구요원] 대용량 트래픽 제어 엔진 개발,에스티씨랩(STCLab),서울 강남구 , 신입-경력 10년,/wd/239006
2879,무선통신 소프트웨어 개발자,모본,서울 강남구 , 경력 5년,/wd/238981
2880,[Tech] 품질개발팀 Test Engineer,우아한형제들(배달의민족),서울 송파구 , 경력 1-10년,/wd/229162
2881,React Native Developer,스매시,서울 강남구 , 경력 3-10년,/wd/205184
2882,악성코드 분석가 (전문연구요원 가능),시큐레터,경기 성남시 , 경력 1-15년,/wd/222915
2883,백엔드/시스템 개발자,스페이스비전에이아이,서울 마포구 , 경력 5년 이상,/wd/237780
2884,해운 IT 솔루션 프론트엔드 개발,싸이버로지텍,서울 마포구 , 경력 2-20년,/wd/184902
2885,백엔드 개발자,포스트랩,서울 강남구 , 경력 4년 이상,/wd/238317
2886,DBA,코나아이,경기 김포시 , 경력 3-14년,/wd/238307
2887,Software Project Technical Lead,보스코리아,서울 강남구 , 경력 8년 이상,/wd/238211
2888,Application Software Engineer,보스코리아,서울 강남구 , 경력 1년 이상,/wd/238206
2889,대용량 트래픽 제어 엔진 개발,에스티씨랩(STCLab),서울 강남구 , 신입-경력 10년,/wd/238025
2890,프론트엔드 개발자,지바이크(gbike),서울 강남구 , 경력 1-2년,/wd/238007
2891,Data Scientist (5년이상),피플리,서울 마포구 , 경력 5년 이상,/wd/237897
2892,웹 테크 리드,뱅크샐러드,서울 마포구 , 경력 7년 이상,/wd/237845
2893,Backend Engineer(강남지사),스마일드래곤,서울 서초구 , 경력 3년 이상,/wd/237823
